age,gender,region_category,membership_category,joining_date,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,recency,avg_time_spent,monetary,frequency,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,tenure_months,visit_hour,login_spend_ratio,login_transaction_ratio,user_id,churn_risk_score
16.0,F,Town,Silver Membership,2025-04-14,No,Without Offers,Desktop,Wi-Fi,11.0,633.03,27443.2,45.84606909201853,713.74,No,Yes,Yes,Solved in Follow-up,Too many ads,-11,12,13.80772686812981,0.0016705802928236697,89a836575ee28fd7,
11.0,F,Town,Platinum Membership,2025-04-14,Yes,Without Offers,Smartphone,Mobile_Data,10.0,185.12,24427.36,21.0,725.8,Yes,No,No,Not Applicable,Poor Website,-11,18,8.815238095238096,0.0008596917554741896,b42a5601d4dac58f,
11.0,F,Village,Basic Membership,2025-04-14,No,Without Offers,Both,Wi-Fi,9.0,267.86,48313.69,18.0,707.35,Yes,Yes,Yes,No Information Available,Too many ads,-11,19,14.881111111111112,0.00037256520874311193,8708cc1c06a107aa,
36.0,F,City,Platinum Membership,2025-04-14,No,Without Offers,Smartphone,Mobile_Data,17.0,31.879999999999995,43083.53,29.0,724.04,Yes,No,Yes,No Information Available,Poor Customer Service,-11,1,1.099310344827586,0.000673111047307405,8aedd49265835b30,
62.0,M,City,Basic Membership,2025-04-14,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,12.0,92.79000000000002,5407.029999999999,19.0,824.3589205731671,Yes,No,No,Not Applicable,Too many ads,-11,15,4.883684210526317,0.0035139438841656147,a968d124f16b2155,
23.0,F,Village,Platinum Membership,2025-04-14,No,Gift Vouchers/Coupons,Both,Wi-Fi,12.0,232.13,85916.79,19.0,310.8976582730088,Yes,No,Yes,Unsolved,Products always in Stock,-11,0,12.217368421052631,0.00022114420243121282,a68f48511979f82e,
46.0,M,Town,No Membership,2025-04-14,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,25.999999999999996,-2.842170943040401e-14,41204.19,28.0,511.24,Yes,No,Yes,Solved in Follow-up,Poor Website,-11,8,-1.0150610510858574e-15,0.0006795425416686991,aaa6341f5701d622,
31.0,F,Village,Premium Membership,2025-04-14,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,25.999999999999996,107.62,27432.01,25.0,779.87,Yes,No,Yes,Solved,No reason specified,-11,23,4.3048,0.000911344083062087,afcc364dc8f970df,
22.0,F,Town,No Membership,2025-04-14,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,5.000000000000001,34.29999999999998,11216.0,21.0,1001.1619088346652,Yes,No,Yes,Unsolved,Poor Website,-11,6,1.6333333333333324,0.0018723252496433665,917d599922ee152d,
12.0,M,City,No Membership,2025-04-14,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,24.999999999999996,112.68,19528.48,0.0,552.1,No,Yes,Yes,Solved,Poor Product Quality,-11,2,0.0,0.0,a1653396dd00f185,
54.0,M,City,No Membership,2025-04-14,Yes,Without Offers,Desktop,Fiber_Optic,16.0,652.06,46685.72,7.0,608.6,Yes,Yes,Yes,Solved,No reason specified,-11,20,93.15142857142857,0.00014993878213723596,95d468b96be603e0,
60.0,M,City,No Membership,2025-04-14,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,25.999999999999996,84.78,5267.259999999998,18.0,600.77,No,Yes,No,Not Applicable,Poor Website,-11,4,4.71,0.003417336527910148,958e737fb1d77cdd,
64.0,F,City,No Membership,2025-04-14,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,5.000000000000001,32.879999999999995,8060.57,8.0,521.41,Yes,No,Yes,Unsolved,Poor Product Quality,-11,8,4.109999999999999,0.0009924856430748694,9141d4c869b40d53,
46.0,F,Town,Basic Membership,2025-04-14,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,12.999999999999996,88.61000000000001,43582.49,26.0,0.0,No,Yes,Yes,Solved in Follow-up,No reason specified,-11,1,3.4080769230769237,0.0005965698609693939,aa95259070ceb4e7,
14.0,F,City,Basic Membership,2025-04-14,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,17.0,34.370000000000005,33214.76,26.0,667.24,Yes,No,No,Not Applicable,Poor Product Quality,-11,8,1.3219230769230772,0.0007827845210984514,84449b5014100f9b,
53.0,M,Town,Gold Membership,2025-04-14,No,Without Offers,Desktop,Mobile_Data,14.0,82.59,3254.1100000000006,24.0,0.0,Yes,No,Yes,Solved in Follow-up,No reason specified,-11,10,3.44125,0.007375288481335909,83be79fb9daa2407,
38.0,F,Town,Platinum Membership,2025-04-14,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,21.0,216.94,27644.16,13.0,753.85,No,Yes,Yes,No Information Available,No reason specified,-11,8,16.68769230769231,0.0004702620734361254,bb9aa99de7992a3d,
45.0,F,Town,Platinum Membership,2025-04-14,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,11.0,-2.842170943040401e-14,97560.94,4.0,408.3973773261502,Yes,No,Yes,Unsolved,Products always in Stock,-11,2,-7.105427357601002e-15,4.100001496500546e-05,9a2ce68603a1dc85,
26.0,M,Village,Gold Membership,2025-04-14,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,12.0,362.7,14973.55,24.0,757.26,Yes,No,Yes,Unsolved,Poor Customer Service,-11,7,15.112499999999999,0.0016028263170724379,880dbf04a9f8073c,
49.0,F,City,Basic Membership,2025-04-14,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,10.0,329.18,49932.2,9.0,608.03,Yes,Yes,No,Not Applicable,Poor Product Quality,-11,17,36.57555555555555,0.0001802444114218881,93de5155d0e3e0d2,
48.0,F,City,No Membership,2025-04-14,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,16.0,182.35,10887.280000000002,20.0,630.01,Yes,No,Yes,No Information Available,Poor Website,-11,2,9.1175,0.0018370061209043945,9b01b4c6233aa397,
20.0,F,Town,Silver Membership,2025-04-14,No,Without Offers,Both,Wi-Fi,4.000000000000001,488.58,38206.2,8.0,665.65,Yes,No,No,Not Applicable,Poor Product Quality,-11,19,61.0725,0.00020939009898916932,ad5b26bd0fb5d733,
64.0,M,City,Silver Membership,2025-04-14,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,24.0,31.579999999999984,44816.82,23.0,708.4,No,Yes,No,Not Applicable,Too many ads,-11,19,1.373043478260869,0.0005132001779688965,937cc6f8f3b6d5e5,
30.0,F,Town,Platinum Membership,2025-04-14,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,11.0,151.08,13166.94,0.0,744.15,Yes,No,No,Not Applicable,No reason specified,-11,19,0.0,0.0,9be465ba61e9d445,
22.0,M,City,Silver Membership,2025-04-14,Yes,Without Offers,Both,Fiber_Optic,6.000000000000001,348.09,4962.189999999999,0.0,207.36184576929327,Yes,No,No,Not Applicable,Poor Customer Service,-11,21,0.0,0.0,a0a0b825c978e250,
59.0,F,Town,Gold Membership,2025-04-14,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,12.0,360.41,13842.8,19.0,649.74,No,Yes,Yes,No Information Available,Poor Customer Service,-11,23,18.968947368421055,0.001372554685468258,9a9892dc3deebe5f,
25.0,M,Town,Silver Membership,2025-04-14,No,Without Offers,Smartphone,Wi-Fi,2.000000000000001,94.25999999999999,49019.91,6.0,1257.478527730862,No,Yes,No,Not Applicable,Poor Website,-11,20,15.709999999999999,0.00012239924553105055,904dec4fc2b439df,
16.0,F,Town,No Membership,2025-04-14,No,Gift Vouchers/Coupons,Both,Fiber_Optic,8.0,208.28,47169.38,15.0,604.04,No,Yes,Yes,Solved,Poor Website,-11,2,13.885333333333334,0.00031800290781858914,a45ffd3a6fb95d1f,
40.0,M,City,No Membership,2025-04-14,No,Gift Vouchers/Coupons,Both,Mobile_Data,8.0,335.67,7952.299999999999,28.0,583.39,Yes,No,Yes,Unsolved,Poor Product Quality,-11,4,11.988214285714287,0.0035209939262854776,a83afc9a0a495c18,
24.0,F,Town,Gold Membership,2025-04-14,Yes,Without Offers,Smartphone,Mobile_Data,11.0,249.26,6298.209999999999,0.0,745.73,No,Yes,No,Not Applicable,Poor Customer Service,-11,12,0.0,0.0,94ec4f540613313c,
24.0,F,Town,Premium Membership,2025-04-14,Yes,Without Offers,Both,Wi-Fi,8.0,360.67,33374.92,6.0,712.85,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,-11,18,60.11166666666667,0.00017977571182193098,ba82967d0891d00a,
36.0,F,Town,No Membership,2025-04-14,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,17.0,176.89,1861.6300000000047,24.0,328.64060311598206,No,Yes,No,Not Applicable,Poor Product Quality,-11,4,7.370416666666666,0.01289192804155495,a0b7fc43ef18ce15,
43.0,M,Town,Platinum Membership,2025-04-14,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,12.0,60.80000000000001,33620.79,7.0,791.02,Yes,No,Yes,Unsolved,Poor Website,-11,6,8.685714285714287,0.00020820450679475409,8f4229ebff50de81,
27.0,M,Town,Platinum Membership,2025-04-14,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,12.999999999999996,485.33,48153.32,16.0,786.06,Yes,No,Yes,Solved,User Friendly Website,-11,8,30.333125,0.0003322720011828883,a33b7c97bad1ba96,
36.0,M,Town,No Membership,2025-04-14,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,12.999999999999996,256.52,2512.91,6.0,686.44,Yes,No,Yes,Unsolved,Poor Customer Service,-11,20,42.75333333333333,0.002387670071749486,a1452022608178c2,
43.0,F,City,Silver Membership,2025-04-14,No,Without Offers,Both,Mobile_Data,8.0,485.42,29372.75,10.0,774.7,Yes,No,No,Not Applicable,Too many ads,-11,21,48.542,0.0003404516090594173,9f3ec33b3582d323,
43.0,M,Town,No Membership,2025-04-14,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,11.0,72.06,34946.19,13.0,0.0,No,Yes,Yes,Solved,No reason specified,-11,13,5.5430769230769235,0.00037200049561912185,94053b2a34681877,
44.0,F,City,Silver Membership,2025-04-14,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,4.000000000000001,539.05,48506.83,2.0,900.3301561137697,No,Yes,No,Not Applicable,User Friendly Website,-11,5,269.525,4.123130701387825e-05,afcf49cbd62a98d5,
33.0,M,City,Gold Membership,2025-04-14,No,Without Offers,Desktop,Wi-Fi,14.0,309.43,31338.88,15.0,671.11,No,Yes,No,Not Applicable,Poor Website,-11,16,20.628666666666668,0.0004786386750260379,a378bc1cf0dbead0,
46.0,F,City,No Membership,2025-04-14,No,Without Offers,Smartphone,Fiber_Optic,9.0,367.25,10632.259999999998,20.0,663.98,Yes,Yes,No,Not Applicable,Too many ads,-11,10,18.3625,0.001881067618737691,b6fb22908503f25c,
61.0,M,Town,Silver Membership,2025-04-14,No,Credit/Debit Card Offers,Desktop,Mobile_Data,14.0,38.079999999999984,28100.16,20.0,733.5,No,Yes,No,Not Applicable,Poor Website,-11,16,1.9039999999999992,0.0007117397196314897,8d3a3e35124c08ba,
44.0,F,Town,Silver Membership,2025-04-14,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,6.000000000000001,81.32,1089.8600000000006,7.0,756.91,No,Yes,No,Not Applicable,Too many ads,-11,16,11.617142857142856,0.006422843300974434,8125c6b5427f7006,
47.0,F,Village,Platinum Membership,2025-04-14,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,17.0,34.099999999999994,34973.73,14.0,750.35,Yes,No,No,Not Applicable,Poor Product Quality,-11,20,2.4357142857142855,0.0004003004540836793,a729b86c7936f4fb,
27.0,F,Town,Basic Membership,2025-04-14,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,19.0,141.5,22601.62,26.0,685.6,No,Yes,Yes,Solved,Poor Customer Service,-11,2,5.4423076923076925,0.001150360018441156,928de3698ac8b75b,
50.0,F,Town,Premium Membership,2025-04-14,Yes,Without Offers,Smartphone,Mobile_Data,17.0,70.32999999999998,1792.4800000000032,0.0,722.35,No,Yes,Yes,Unsolved,Poor Website,-11,15,0.0,0.0,b7fb1d6f7fc357ea,
17.0,M,City,Silver Membership,2025-04-14,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,18.0,32.389999999999986,31819.83,17.0,703.3441312926843,No,Yes,Yes,No Information Available,Poor Customer Service,-11,11,1.905294117647058,0.0005342580397192568,85c582253bf01905,
20.0,M,Town,Gold Membership,2025-04-14,Yes,Credit/Debit Card Offers,Both,Wi-Fi,16.0,2109.2084736892925,33159.14,11.0,270.6396962277004,Yes,No,No,Not Applicable,Reasonable Price,-11,11,191.74622488084478,0.00033173357330738975,81497df78bfb6e10,
46.0,M,City,Gold Membership,2025-04-14,No,Without Offers,Desktop,Wi-Fi,11.0,147.08,25188.57,15.0,351.2925290167779,Yes,No,Yes,Solved,Poor Product Quality,-11,14,9.805333333333333,0.0005955082007434324,a79a0cb68c35d753,
44.0,M,City,Silver Membership,2025-04-14,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,7.000000000000001,32.22999999999999,13116.88,0.0,343.78792408956184,Yes,No,No,Not Applicable,Poor Product Quality,-11,10,0.0,0.0,a9f70191b7f963e2,
40.0,F,City,Basic Membership,2025-04-14,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,12.999999999999996,620.19,13225.19,13.0,643.84,Yes,Yes,No,Not Applicable,Poor Website,-11,23,47.70692307692308,0.0009829726453835445,af347e6525f14a7c,
60.0,F,Village,No Membership,2025-04-14,Yes,Without Offers,Desktop,Mobile_Data,9.0,-2.842170943040401e-14,22482.76,19.0,583.33,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,-11,21,-1.495879443705474e-15,0.0008450919726937441,a52e26be2e4bcebb,
52.0,M,City,Platinum Membership,2025-04-14,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,4.000000000000001,50.629999999999995,68913.92,7.0,1157.9291282390368,No,Yes,Yes,Solved,Quality Customer Care,-11,18,7.232857142857142,0.00010157599509649139,920c25d69fae7d36,
13.0,F,City,Premium Membership,2025-04-14,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,17.0,49.079999999999984,26918.55,16.0,726.23,No,Yes,Yes,No Information Available,Too many ads,-11,6,3.067499999999999,0.0005943856559881569,b35c8aee987e84a3,
64.0,M,Village,Gold Membership,2025-04-14,No,Credit/Debit Card Offers,Desktop,Mobile_Data,10.0,41.09,46591.2,12.0,716.31,Yes,No,No,Not Applicable,No reason specified,-11,23,3.424166666666667,0.0002575593674341936,81a9f88f1c444f2d,
25.0,F,Town,No Membership,2025-04-14,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,23.0,113.73,22429.98,28.0,611.41,Yes,No,No,Not Applicable,Too many ads,-11,19,4.0617857142857146,0.0012483292450550557,a242d6bde249490d,
38.0,M,Town,Silver Membership,2025-04-14,No,Credit/Debit Card Offers,Desktop,Mobile_Data,12.999999999999996,384.09,34215.98,22.0,1105.6799389979255,No,Yes,Yes,No Information Available,Poor Customer Service,-11,21,17.458636363636362,0.0006429744230619728,bc5055157a9c6b06,
23.0,M,Town,No Membership,2025-04-14,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,22.0,241.54,19894.24,29.0,535.38,Yes,No,No,Not Applicable,Too many ads,-11,7,8.328965517241379,0.0014577083618172897,bce00b56a646cd74,
53.0,M,Village,Silver Membership,2025-04-14,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,-999.0,514.13,17493.8,0.0,618.48,No,Yes,No,Not Applicable,Poor Product Quality,-11,15,0.0,0.0,bfae0e3855455b34,
40.0,M,Town,Gold Membership,2025-04-14,No,Credit/Debit Card Offers,Both,Mobile_Data,15.0,307.58,4622.98,0.0,766.27,Yes,No,No,Not Applicable,No reason specified,-11,16,0.0,0.0,ac4fedff766bf0e3,
55.0,M,City,Platinum Membership,2025-04-14,Yes,Credit/Debit Card Offers,Both,Mobile_Data,1.0000000000000009,1316.52,2367.5599999999977,25.0,441.8365499392011,Yes,No,No,Not Applicable,No reason specified,-11,22,52.6608,0.01055939448208283,bbfeae22c1de140b,
31.0,M,City,Premium Membership,2025-04-14,Yes,Without Offers,Smartphone,Fiber_Optic,-999.0,618.85,40889.54,16.0,785.49,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,-11,7,38.678125,0.0003912981168289005,9a7261300a757252,
60.0,F,Village,Basic Membership,2025-04-14,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,12.999999999999996,299.29,13344.59,9.0,609.77,Yes,No,No,Not Applicable,No reason specified,-11,7,33.254444444444445,0.0006744306119558563,a2dfa44f5db744b7,
29.0,F,City,Gold Membership,2025-04-14,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,9.0,499.47,40582.4,18.0,624.1,Yes,No,Yes,Solved in Follow-up,Poor Website,-11,2,27.748333333333335,0.0004435420280712821,94fd437406e79a74,
22.0,M,Town,Basic Membership,2025-04-14,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,21.0,-2.842170943040401e-14,24658.95,0.0,650.69,Yes,No,Yes,Solved,Poor Product Quality,-11,14,0.0,0.0,84317fb3a7bc8050,
23.0,M,Town,Platinum Membership,2025-04-14,Yes,Without Offers,Smartphone,Wi-Fi,12.0,402.17,35501.24,23.0,772.25,Yes,No,Yes,Unsolved,Too many ads,-11,19,17.485652173913046,0.0006478646943036356,826b056e1ecff748,
14.0,M,Town,Basic Membership,2025-04-14,No,Credit/Debit Card Offers,Desktop,Mobile_Data,8.0,209.98,45295.09,9.0,639.53,Yes,No,No,Not Applicable,Poor Website,-11,18,23.33111111111111,0.000198697033166288,83df5b657cb447c5,
43.0,F,Town,Basic Membership,2025-04-14,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,5.000000000000001,265.47,24280.81,12.0,126.74952825968239,Yes,No,Yes,No Information Available,Poor Product Quality,-11,2,22.122500000000002,0.000494217449912091,89f7c108c18a4d94,
51.0,M,City,No Membership,2025-04-14,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,19.0,606.12,23218.67,0.0,675.0,Yes,No,No,Not Applicable,Poor Product Quality,-11,10,0.0,0.0,bb30e7ca367c56f5,
49.0,F,City,Premium Membership,2025-04-14,No,Without Offers,Smartphone,Mobile_Data,24.0,-2.842170943040401e-14,10684.969999999998,0.0,736.05,No,Yes,Yes,No Information Available,Too many ads,-11,17,0.0,0.0,b113617f9e65dc18,
62.0,M,City,Basic Membership,2025-04-14,Yes,Without Offers,Smartphone,Fiber_Optic,12.0,96.23000000000002,26050.13,21.0,593.37,Yes,No,No,Not Applicable,Poor Website,-11,5,4.582380952380953,0.0008061380115953356,94893531744a2c0e,
11.0,M,City,Platinum Membership,2025-04-14,Yes,Without Offers,Smartphone,Mobile_Data,6.000000000000001,288.32,2067.75,6.0,765.86,No,Yes,No,Not Applicable,Poor Customer Service,-11,11,48.053333333333335,0.0029017047515415306,b910328f9e583a86,
35.0,M,Town,Gold Membership,2025-04-14,No,Credit/Debit Card Offers,Desktop,Mobile_Data,21.0,32.36000000000004,12953.13,0.0,202.07509631276884,No,Yes,No,Not Applicable,Poor Customer Service,-11,10,0.0,0.0,9dac68ecace505fc,
28.0,F,Town,Gold Membership,2025-04-14,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,16.0,32.34,16284.6,16.0,732.22,No,Yes,No,Not Applicable,Poor Customer Service,-11,11,2.02125,0.000982523365633789,96f60cf055ece8ba,
33.0,F,Town,Gold Membership,2025-04-14,No,Without Offers,Desktop,Mobile_Data,12.999999999999996,240.02,53355.5,14.0,757.78,Yes,No,Yes,Solved in Follow-up,Products always in Stock,-11,19,17.144285714285715,0.0002623909437639981,858f8280ce0054da,
30.0,M,Town,No Membership,2025-04-15,No,Without Offers,Smartphone,Mobile_Data,11.0,294.48,11683.75,11.0,696.22,Yes,Yes,No,Not Applicable,Too many ads,-11,0,26.770909090909093,0.0009414785492671445,abea031a7342f81a,
53.0,M,Town,Silver Membership,2025-04-15,Yes,Without Offers,Smartphone,Mobile_Data,4.0,132.05,43500.96,15.0,678.26,No,Yes,Yes,Solved in Follow-up,Poor Website,-11,16,8.803333333333335,0.00034481997638672804,b4b99f45fed0d476,
63.0,M,Village,Platinum Membership,2025-04-15,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,15.000000000000007,1193.2324796620378,78107.8,4.0,759.35,No,Yes,No,Not Applicable,User Friendly Website,-11,16,298.30811991550945,5.1211274674232274e-05,9639128a74c2d9b1,
29.0,M,City,No Membership,2025-04-15,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,-999.0,631.86,26931.73,15.0,604.74,Yes,Yes,No,Not Applicable,Poor Customer Service,-11,8,42.124,0.0005569638489618009,9bf60dc4d2199724,
41.0,F,Town,Silver Membership,2025-04-15,No,Credit/Debit Card Offers,Desktop,Wi-Fi,14.0,345.78,20445.71,0.0,780.96,No,Yes,Yes,No Information Available,Poor Product Quality,-11,7,0.0,0.0,9b9c853c5e3efc07,
15.0,F,City,Platinum Membership,2025-04-15,No,Credit/Debit Card Offers,Desktop,Mobile_Data,12.000000000000007,159.33,21128.85,0.0,734.24,No,Yes,Yes,No Information Available,No reason specified,-11,15,0.0,0.0,9291cbd7d101bce5,
13.0,F,City,Platinum Membership,2025-04-15,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,24.0,41.099999999999994,76959.43,11.0,787.93,Yes,No,No,Not Applicable,User Friendly Website,-11,15,3.736363636363636,0.00014293245155272072,85e9e9e2a366b9d7,
51.0,M,City,Premium Membership,2025-04-15,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,7.0,562.42,6086.750000000004,16.0,409.19330075680284,No,Yes,No,Not Applicable,Reasonable Price,-11,9,35.15125,0.002628660615270874,9317c3af0d3a3af7,
45.0,F,Town,Platinum Membership,2025-04-15,No,Without Offers,Desktop,Mobile_Data,16.0,300.23,37387.12,25.0,724.99,Yes,No,Yes,Solved in Follow-up,No reason specified,-11,2,12.0092,0.0006686794810619272,95648c3f023b3a85,
42.0,M,City,Premium Membership,2025-04-15,No,Without Offers,Smartphone,Wi-Fi,14.0,256.59,26917.99,25.0,0.0,Yes,No,Yes,No Information Available,Poor Product Quality,-11,15,10.263599999999999,0.0009287469086659145,92512c9b48e8a7bf,
19.0,F,Town,Platinum Membership,2025-04-15,No,Without Offers,Desktop,Mobile_Data,18.0,329.21,23638.05,0.0,740.35,Yes,No,Yes,Solved,Reasonable Price,-11,23,0.0,0.0,b5b5c2d9cc6540f9,
21.0,M,Town,Basic Membership,2025-04-15,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,12.000000000000007,33.25,37623.82,11.0,0.0,Yes,No,No,Not Applicable,Poor Customer Service,-11,14,3.022727272727273,0.00029236797326799883,b72c098dbf7b6cc5,
17.0,M,City,No Membership,2025-04-15,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,13.0,378.64,1038.9500000000007,15.0,663.04,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,-11,0,25.242666666666665,0.014437653400067366,aab598b347ee92f4,
49.0,M,Village,No Membership,2025-04-15,No,Credit/Debit Card Offers,Desktop,Wi-Fi,14.0,56.870000000000005,3751.510000000002,17.0,237.29958711212743,No,Yes,Yes,Solved,Poor Customer Service,-11,8,3.345294117647059,0.0045315086458519345,bf16ea7f0bdc5056,
22.0,M,City,No Membership,2025-04-15,No,Credit/Debit Card Offers,Desktop,Mobile_Data,22.0,211.55,22128.86,28.0,558.41,No,Yes,Yes,Solved,Poor Product Quality,-11,14,7.555357142857143,0.0012653159719931348,96a99b623b65141b,
41.0,M,Village,Silver Membership,2025-04-15,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,21.0,521.73,6813.7800000000025,15.0,259.05715552817355,Yes,No,No,Not Applicable,No reason specified,-11,4,34.782000000000004,0.0022014212375509623,a38aee46aedb5871,
28.0,F,Town,Silver Membership,2025-04-15,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,14.0,201.76,39159.83,26.0,672.12,Yes,No,Yes,Unsolved,No reason specified,-11,8,7.76,0.0006639456810716492,acf6bedc079841ad,
16.0,F,Village,Silver Membership,2025-04-15,No,Without Offers,Desktop,Wi-Fi,9.0,217.3,26355.04,19.0,741.98,No,Yes,Yes,Unsolved,No reason specified,-11,4,11.436842105263159,0.0007209247263521512,9bffa566287ae197,
25.0,M,Town,Platinum Membership,2025-04-15,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,12.000000000000007,39.25999999999999,42451.63,7.0,747.59,Yes,No,No,Not Applicable,No reason specified,-11,6,5.608571428571428,0.00016489355061277978,b0f94aae0239f6ea,
55.0,F,City,Silver Membership,2025-04-15,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,22.0,110.09,8011.380000000005,6.0,714.37,No,Yes,No,Not Applicable,No reason specified,-11,0,18.348333333333333,0.0007489346404739255,81ad917973b2513e,
15.0,M,Town,Gold Membership,2025-04-15,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,10.0,43.52000000000001,36721.91,12.0,0.0,No,Yes,No,Not Applicable,Poor Website,-11,0,3.6266666666666674,0.00032678038805715714,a0655bb1af20a768,
43.0,M,City,No Membership,2025-04-15,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,4.0,519.25,2903.5899999999965,28.0,678.22,No,Yes,Yes,Unsolved,Poor Customer Service,-11,8,18.544642857142858,0.009643234754218065,a1be015efacca5e8,
34.0,F,City,Gold Membership,2025-04-15,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,17.0,31.099999999999994,3355.6399999999994,8.0,693.08,No,Yes,No,Not Applicable,Poor Customer Service,-11,13,3.8874999999999993,0.0023840459644061942,be7e9a807808038b,
43.0,M,City,Gold Membership,2025-04-15,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,8.0,79.6,42103.99,28.0,768.53,Yes,No,Yes,No Information Available,Too many ads,-11,20,2.8428571428571425,0.0006650201085455322,9ca8316af3616678,
50.0,F,Town,Basic Membership,2025-04-15,No,Without Offers,Smartphone,Wi-Fi,9.0,959.2141673319423,29802.16,27.0,685.61,No,Yes,Yes,Unsolved,Poor Product Quality,-11,3,35.52645064192379,0.0009059746004987558,8db60b9a4f4ccb9d,
53.0,M,Town,Platinum Membership,2025-04-15,Yes,Without Offers,Smartphone,Mobile_Data,14.0,947.25,13057.05,12.0,770.63,Yes,Yes,No,Not Applicable,Reasonable Price,-11,9,78.9375,0.0009190437349937391,bc70852b66c99b8a,
59.0,F,City,Gold Membership,2025-04-15,No,Without Offers,Desktop,Mobile_Data,14.0,183.35,96562.04,12.0,794.69,Yes,No,No,Not Applicable,Products always in Stock,-11,9,15.279166666666667,0.00012427243666351706,82e4630da0185b99,
55.0,F,Town,No Membership,2025-04-15,No,Without Offers,Smartphone,Wi-Fi,16.0,110.23000000000002,3416.279999999999,19.0,637.67,No,Yes,No,Not Applicable,Poor Product Quality,-11,1,5.801578947368422,0.005561605020665755,a081c80715371487,
20.0,M,Town,Platinum Membership,2025-04-15,No,Without Offers,Smartphone,Mobile_Data,15.000000000000007,88.63,98775.47,3.0,778.18,Yes,No,No,Not Applicable,Quality Customer Care,-11,0,29.543333333333333,3.037191318856797e-05,8e41c2c5324f5578,
15.0,F,Town,No Membership,2025-04-15,No,Credit/Debit Card Offers,Desktop,Mobile_Data,13.0,66.49000000000004,44991.07,24.0,681.59,No,Yes,Yes,Solved,Poor Product Quality,-11,22,2.770416666666668,0.000533439191377311,b1adad188da925ac,
23.0,F,City,Premium Membership,2025-04-15,Yes,Without Offers,Smartphone,Wi-Fi,16.0,563.07,61133.62000000001,2.0,758.6,Yes,No,Yes,No Information Available,User Friendly Website,-11,16,281.535,3.271522281847533e-05,88b8939927f6f50b,
